,id,frame,x,y,w,h
0,1,0,159.6119384765625,410.2933654785156,116.21200561523438,252.58392333984375
1,1,1,159.69277954101562,412.427001953125,116.21200561523438,252.58392333984375
2,1,2,160.30239868164062,413.5552978515625,116.21200561523438,252.58392333984375
3,1,3,160.61453247070312,414.3592529296875,116.21200561523438,252.58392333984375
4,1,4,161.81686401367188,414.61328125,116.21200561523438,252.58392333984375
5,1,5,163.26834106445312,414.0864562988281,116.21200561523438,252.58392333984375
6,1,6,165.23944091796875,413.28839111328125,116.21200561523438,252.58392333984375
7,1,7,165.35784912109375,412.33160400390625,116.21200561523438,252.58392333984375
8,1,8,165.160888671875,411.41448974609375,116.21200561523438,252.58392333984375
9,1,9,165.07803344726562,410.66583251953125,116.21200561523438,252.58392333984375
10,1,10,164.0430450439453,410.77685546875,116.21200561523438,252.58392333984375
11,1,11,163.57830810546875,410.9241943359375,116.21200561523438,252.58392333984375
12,1,12,162.46490478515625,411.9952087402344,116.21200561523438,252.58392333984375
13,1,13,165.65960693359375,413.37646484375,116.21200561523438,252.58392333984375
14,1,14,169.45120239257812,414.7171630859375,116.21200561523438,252.58392333984375
15,1,15,169.4925079345703,416.2467346191406,116.21200561523438,252.58392333984375
16,1,16,171.6996307373047,417.0671691894531,116.21200561523438,252.58392333984375
17,1,17,173.50225830078125,415.642822265625,116.21200561523438,252.58392333984375
18,1,18,179.234619140625,411.48016357421875,116.21200561523438,252.58392333984375
19,2,0,479.9197082519531,410.9938659667969,104.47528076171875,251.77276611328125
20,2,1,486.3782043457031,411.9190673828125,104.47528076171875,251.77276611328125
21,2,2,493.3783874511719,415.34832763671875,104.47528076171875,251.77276611328125
22,2,3,500.3544921875,416.82611083984375,104.47528076171875,251.77276611328125
23,2,4,547.8831787109375,411.1413269042969,104.47528076171875,251.77276611328125
24,2,5,549.3648071289062,416.5055236816406,104.47528076171875,251.77276611328125
25,2,6,555.3580932617188,417.74627685546875,104.47528076171875,251.77276611328125
26,2,7,558.8328857421875,418.4891662597656,104.47528076171875,251.77276611328125
27,2,8,562.1942138671875,418.3685302734375,104.47528076171875,251.77276611328125
28,2,9,563.3873291015625,418.45849609375,104.47528076171875,251.77276611328125
29,3,0,384.0017395019531,375.84722900390625,152.592041015625,322.79443359375
30,3,1,395.66351318359375,374.884033203125,152.592041015625,322.79443359375
31,3,2,415.5225830078125,373.9240417480469,152.592041015625,322.79443359375
32,3,3,432.40960693359375,373.1070556640625,152.592041015625,322.79443359375
33,3,4,455.356689453125,373.2471923828125,152.592041015625,322.79443359375
34,3,5,471.14910888671875,373.0443420410156,152.592041015625,322.79443359375
35,3,6,481.98974609375,373.00567626953125,152.592041015625,322.79443359375
36,3,7,491.418701171875,375.135009765625,152.592041015625,322.79443359375
37,3,8,508.15753173828125,377.3611755371094,152.592041015625,322.79443359375
38,3,9,527.7276611328125,378.7066955566406,152.592041015625,322.79443359375
39,3,10,551.9334106445312,380.28369140625,152.592041015625,322.79443359375
40,3,11,572.5181884765625,381.30938720703125,152.592041015625,322.79443359375
41,3,12,594.98681640625,381.34820556640625,152.592041015625,322.79443359375
42,3,13,612.4849243164062,381.044677734375,152.592041015625,322.79443359375
43,3,14,628.30419921875,380.7462158203125,152.592041015625,322.79443359375
44,3,15,642.189697265625,380.3141784667969,152.592041015625,322.79443359375
45,3,16,657.6092529296875,379.90264892578125,152.592041015625,322.79443359375
46,3,17,674.994873046875,379.08453369140625,152.592041015625,322.79443359375
47,3,18,693.864501953125,379.2489318847656,152.592041015625,322.79443359375
48,4,0,237.3237762451172,398.0810852050781,61.343719482421875,221.87689208984375
49,4,1,238.76889038085938,396.99285888671875,61.343719482421875,221.87689208984375
50,4,2,239.12405395507812,397.04840087890625,61.343719482421875,221.87689208984375
51,4,3,240.20513916015625,397.047607421875,61.343719482421875,221.87689208984375
52,4,4,241.4812469482422,397.7682800292969,61.343719482421875,221.87689208984375
53,4,5,242.50442504882812,397.87042236328125,61.343719482421875,221.87689208984375
54,4,6,242.91156005859375,398.33056640625,61.343719482421875,221.87689208984375
55,4,7,242.19314575195312,398.52239990234375,61.343719482421875,221.87689208984375
56,4,8,241.791259765625,398.3874816894531,61.343719482421875,221.87689208984375
57,4,9,242.21420288085938,398.4830322265625,61.343719482421875,221.87689208984375
58,4,10,242.373046875,398.82904052734375,61.343719482421875,221.87689208984375
59,4,11,242.24594116210938,399.25439453125,61.343719482421875,221.87689208984375
60,4,12,243.19741821289062,399.5783996582031,61.343719482421875,221.87689208984375
61,4,13,243.08743286132812,400.043212890625,61.343719482421875,221.87689208984375
62,4,14,243.0386962890625,400.5557556152344,61.343719482421875,221.87689208984375
63,4,15,242.71539306640625,400.96148681640625,61.343719482421875,221.87689208984375
64,4,16,240.33990478515625,401.85009765625,61.343719482421875,221.87689208984375
65,4,17,239.596923828125,402.41748046875,61.343719482421875,221.87689208984375
66,4,18,240.84820556640625,403.27398681640625,61.343719482421875,221.87689208984375
67,5,0,553.8539428710938,414.6531677246094,66.7918701171875,249.11505126953125
68,5,1,554.1707763671875,415.27874755859375,66.7918701171875,249.11505126953125
69,5,2,555.65673828125,415.3603515625,66.7918701171875,249.11505126953125
70,5,3,556.6410522460938,415.13232421875,66.7918701171875,249.11505126953125
71,5,4,557.4127197265625,415.1138610839844,66.7918701171875,249.11505126953125
72,5,5,559.7850341796875,415.08880615234375,66.7918701171875,249.11505126953125
73,5,6,560.70703125,414.9239807128906,66.7918701171875,249.11505126953125
74,5,7,568.299072265625,415.401611328125,66.7918701171875,249.11505126953125
75,6,0,320.9358825683594,390.3009033203125,135.7383575439453,295.0484924316406
76,6,1,322.6073303222656,390.7799072265625,135.7383575439453,295.0484924316406
77,6,2,324.37017822265625,391.0998840332031,135.7383575439453,295.0484924316406
